REPORTING YEAR,FACILITY NAME,LATITUDE,LONGITUDE,CITY NAME,COUNTY NAME,STATE,ZIP CODE,PARENT COMPANIES,GHG QUANTITY (METRIC TONS CO2e),SUBPARTS,GHGRP ID,REPORTED ADDRESS
2020,23rd and 3rd,40.663,-74,BROOKLYN,Kings,NY,11232,NEW YORK POWER AUTHORITY (100%),60751,"C,D",1000112,730 3rd Avenue
2020,48th Street Peaking Station,42.7553,-86.0853,HOLLAND,Allegan,MI,49423,CITY OF HOLLAND (100%),49111,"C,D",1001106,491 E 48TH ST
2020,59th Street,40.7711,-73.9911,NEW YORK,New York,NY,10019,CONSOLIDATED EDISON INC (100%),149814,C,1000766,850 12TH AVE
2020,74th Street,40.768,-73.9515,NEW YORK,New York,NY,10021,CONSOLIDATED EDISON INC (100%),174717,C,1000767,506 E 75TH ST
2020,A B Brown Generating Station,37.9053,-87.715,MOUNT VERNON,Posey,IN,47620,CENTERPOINT ENERGY INC (100%),2367454,D,1001033,8511 WELBORN ROAD
2020,A.J. Mihm Generating Station,46.793722,-88.616566,Pelkie,,MI,49958,WEC Energy Group Inc (100%),123271,C,1013527,816017 Sarya Road
2020,ADA COGENERATION,42.955455,-85.479053,ADA,KENT COUNTY,MI,49355,TA Ada Holdings LLC (100%),85743,C,1002731,7575 FULTON STREET EAST
2020,AES - PUERTO RICO COGENERATION PLANT,17.9451,-66.1503,GUAYAMA,GUAYAMA MUNICIPIO,PR,785,AES CORP (100%),3408334,C,1005310,"KM 142, RTE. #3 BO. JOBOS"
2020,AES Alamitos,33.7688,-118.1009,LONG BEACH,Los Angeles,CA,90803,AES CORP (100%),823063,"C,D",1001444,690 N STUDEBAKER ROAD
2020,AES HAWAII INC,21.301222,-158.107306,KAPOLEI,HONOLULU COUNTY,HI,96707,AES CORP (100%),1176425,C,1005972,91-086 KAOMI LP
2020,AES Huntington Beach,33.6436,-117.9788,HUNTINGTON BEACH,Orange,CA,92646,AES CORP (100%),516240,"C,D",1001447,21730 NEWLAND ST
2020,AES Redondo Beach,33.8504,-118.395,REDONDO BEACH,Los Angeles,CA,90277,AES CORP (100%),239601,D,1001450,1100 N HARBOR DRIVE
2020,AES Warrior Run,39.5944,-78.7456,CUMBERLAND,Allegany,MD,21502,AES CORP (100%),1108430,"C,D,PP",1001223,11600 MEXICO FARMS RD SE
2020,AG Energy,44.7258,-75.4417,Ogdensburg,ST. LAWRENCE COUNTY,NY,13669,AG ENERGY PARTNERS LP (100%),7322,"C,D",1007551,21 Entrance Avenue
2020,AIR LIQUIDE GEISMAR UTILITY SERVICES,30.21023,-90.99085,GEISMAR,ASCENSION PARISH,LA,70734,AMERICAN AIR LIQUIDE HOLDINGS INC (100%),113518,C,1003591,36183 HWY 30
2020,AL Sandersville,33.1189,-82.8608,WARTHEN,Washington,GA,31094,AL SANDERSVILLE LLC (100%),23914,D,1000129,1600 MILLS LINDSEY SCHOOL ROAD
2020,ALCOA INC - WARRICK OPERATIONS,37.915,-87.3328,NEWBURGH,WARRICK COUNTY,IN,47629,ALCOA CORP (100%),5359939,"C,D,F",1001877,
2020,AMEA Sylacauga Plant,33.1661,-86.2825,SYLACAUGA,Talladega,AL,35150,ALABAMA MUNICIPAL ELECTRIC AUTHORITY (100%),22399,D,1007178,125 THOMPSON LANE
2020,AMP Fremont Energy Center,41.3771,-83.1615,Fremont,SANDUSKY COUNTY,OH,43420,AMERICAN MUNICIPAL POWER INC (100%),1351767,D,1008730,1275 Miarer Rd
2020,ANIMAS POWER PLANT,36.72488,-108.19144,FARMINGTON,SAN JUAN COUNTY,NM,87401,CITY OF FARMINGTON (100%),1234,C,1005490,501 MCCORMICK SCHOOL ROAD
2020,APS Saguaro Power Plant,32.5517,-111.3,RED ROCK,Pinal,AZ,85245,PINNACLE WEST CAPITAL CORP (100%),81027,"C,D",1001423,MAIL POST 228
2020,APS West Phoenix Power Plant,33.4417,-112.1583,PHOENIX,Maricopa,AZ,85043,PINNACLE WEST CAPITAL CORP (100%),1657430,"C,D",1001422,4606 WEST HADLEY
2020,ASHLEY Energy LLC,38.63639,-90.18108,SAINT LOUIS,ST. LOUIS CITY,MO,63102,ASHLEY ENERGY LLC (100%),40125,C,1003496,1 ASHLEY STREET
2020,ASTORIA ENERGY LLC & ASTORIA ENERGY II LLC,40.7825,-73.8964,ASTORIA,QUEENS COUNTY,NY,11105,ASTORIA PROJECT PARTNERS LLC (100%),2198822,"C,D",1004576,17-10 STEINWAY ST
2020,Aberdeen Generating Station,45.45807,-98.50242,Aberdeen,BROWN COUNTY,SD,57401,NORTHWESTERN CORP (100%),19754,"C,D",1010630,421 30th Ave SW
2020,Acadia Power Station,30.4284,-92.4112,EUNICE,Acadia,LA,70535,CLECO CORPORATE HOLDINGS LLC (50%); ENTERGY CORP (50%),2133385,D,1001347,30385 CROWLEY EUNICE HWY
2020,Ackerman Combined Cycle,33.3806,-89.2039,ACKERMAN,Choctaw,MS,39735,,1183833,"C,D",1000125,2510 PENSACOLA ROAD
2020,"Advanced Tri-Gen Power Systems, LLC",40.843013,-89.564082,Mossville,PEORIA COUNTY,IL,61552,CATERPILLAR INC (100%),103914,C,1006553,1823 East Neal Lane
2020,Afton Generating Station,32.1134,-106.848,LA MESA,Dona Ana,NM,88044,PNM RESOURCES INC (100%),391490,"C,D",1006556,10100 WEST AFTON ROAD
2020,Agua Fria Generating Station,33.5542,-112.2161,GLENDALE,Maricopa,AZ,85303,SALT RIVER PROJECT AGRICULTURAL IMPROVEMENT & POWER DISTRICT (100%),201276,"C,D",1007206,7302 W NORTHERN AVE
2020,Agua Mansa Power,34.0414,-117.3603,COLTON,San Bernardino,CA,92324,CITY OF COLTON CA (100%),8745,D,1000423,2040 AGUA MANSA ROAD
2020,Air Products La Porte Facility,29.702,-95.071,La Porte,HARRIS COUNTY,TX,77571,AIR PRODUCTS & CHEMICALS INC (100%),97151,"C,D",1003160,10202 Strang Rd
2020,"Alaska Village Electric Cooperative, Inc.",61.17697,-149.87559,Anchorage,ANCHORAGE MUNICIPALITY,AK,99503,ALASKA VILLAGE ELECTRIC COOPERATIVE (100%),31203,C,1010937,4831 Eagle Street
2020,Alex Ty Cooke Generating Station,33.5211,-101.7906,LUBBOCK,Lubbock,TX,79404,CITY OF LUBBOCK TEXAS (100%),511,"C,D",1000955,3500 E SLATON HWY
2020,"Algonquin Power Sanger, LLC",36.68508,-119.55227,Sanger,FRESNO COUNTY,CA,93657,"Algonquin Power Sanger, LLC (100%)",28942,"C,D",1005044,1125 Muscat Avenue
2020,"Algonquin Power Windsor Locks, LLC",41.9227,-72.6255,WINDSOR LOCKS,Hartford,CT,6096,"Algonquin Power Windsor Locks, LLC (100%)",91698,"C,D",1006409,26 CANAL BANK RD
2020,Allegany Generating Station,42.5083,-78.0661,Portageville,Allegany,NY,14536,ALLIANCE ENERGY GROUP LLC (100%),8745,"C,D",1001217,11537 ROUTE 19A
2020,Allen,35.0742,-90.1439,MEMPHIS,Shelby,TN,38109,,1330986,"C,D",1000916,2574 PLANT RD
2020,Allen S King,45.03,-92.7786,OAK PARK HEIGHTS,Washington,MN,55003,XCEL ENERGY INC (100%),851803,"C,D",1000691,1103 KING PLANT RD
2020,Almond Power Plant,37.5739,-120.9854,MODESTO,Stanislaus,CA,95358,TURLOCK IRRIGATION DISTRICT (100%),138473,D,1007315,4500 CROWS LANDING ROAD
2020,Alpaca Energy LLC,41.663988,-76.808492,Canton,BRADFORD COUNTY,PA,17724,IMG MIDSTREAM LLC (100%),15067,C,1013070,220 Romaine Ln.
2020,Alpine Power Plant,45.063748,-84.825348,Elmira,OTSEGO COUNTY,MI,49730,WOLVERINE POWER SUPPLY COOPERATIVE INC (100%),447540,"C,D",1012152,7432 M-32
2020,Alsey Station,39.5697,-90.4362,ALSEY,Scott,IL,62694,PRAIRIE POWER INC (100%),19016,"C,D",1000417,331 Campbell Road
2020,AltaGas Ripon Energy Inc.,37.7313,-121.1161,Ripon,SAN JOAQUIN COUNTY,CA,95366,AltaGas Ripon Energy Inc (100%),3785,C,1001625,944 South Stockton Ave.
2020,Ames,42.0247,-93.6069,AMES,Story,IA,50010,CITY OF AMES (100%),178493,D,1005802,200 E 5TH ST
2020,Anadarko,35.0847,-98.23,ANADARKO,Caddo,OK,73005,WESTERN FARMERS ELECTRIC COOPERATIVE (100%),291846,"C,D",1000865,701 B NE 7TH ST
2020,Anclote Power Plant,28.1844,-82.7887,HOLIDAY,Pasco,FL,34691,DUKE ENERGY CORP (100%),1387049,"C,D",1007246,1729 BAILLIES BLUFF ROAD
2020,Angus Anson,43.6033,-96.6369,SIOUX FALLS,Minnehaha,SD,57101,XCEL ENERGY INC (100%),89891,"C,D",1001097,7100 EAST RICE ST
2020,Antelope Station,33.866995,-101.866362,ABERNATHY,HALE COUNTY,TX,79311,GOLDEN SPREAD ELECTRIC COOPERATIVE INC (100%),119216,C,1006652,1454 CR 315
2020,Antelope Valley,47.3714,-101.8344,BEULAH,Mercer,ND,58523,BASIN ELECTRIC POWER COOPERATIVE (100%),6237896,D,1001055,HWY 200
2020,Apache Station,32.0619,-109.8931,COCHISE,Cochise,AZ,85606,ARIZONA ELECTRIC POWER COOPERATIVE INC (100%),1587736,"C,D",1005949,3525 N US HWY 191
2020,Apex Generating Station,36.4178,-114.9622,LAS VEGAS,Clark,NV,89165,SOUTHERN CALIFORNIA PUBLIC POWER AUTHORITY (100%),1038842,"C,D",1000068,15555 APEX POWER PARKWAY
2020,Arapahoe Combustion Turbine Facility,39.6692,-105.0018,DENVER,Denver,CO,80223,SOUTHWEST GENERATION OPERATING CO LLC (100%),103867,"C,D",1001360,2601 SOUTH PLATTE RIVER ROAD
2020,Arlington Valley Energy Facility,33.3417,-112.8897,ARLINGTON,Maricopa,AZ,85322,ARLINGTON VALLEY LLC (100%),839092,"C,D",1001399,39027 W ELLIOT ROAD
2020,"Armstrong Power, LLC",40.6383,-79.3503,SHELOCTA,Armstrong,PA,15774,"LS Power Development, LLC (100%)",645232,D,1005709,2313 STATE ROUTE 156
2020,Arsenal Hill Power Plant,32.5181,-93.7611,SHREVEPORT,Caddo,LA,71101,AMERICAN ELECTRIC POWER CO INC (100%),1302541,D,1001609,520 NORTH ALLEN
2020,Arthur Kill,40.5915,-74.2027,Staten Island,Richmond,NY,10314,NRG ENERGY INC (100%),547356,"C,D",1000759,4401 VICTORY BLVD
2020,Arvah B Hopkins,30.4522,-84.4,TALLAHASSEE,Leon,FL,32304,CITY OF TALLAHASSEE (100%),709930,"C,D",1007189,1125 GEDDIE ROAD
2020,Asbury,37.3596,-94.5913,ASBURY,Jasper,MO,64832,LIBERTY UTILITIES CO (100%),0,D,1007311,21133 UPHILL LANE
2020,Asheville Steam Electric Plant,35.4714,-82.5431,ARDEN,Buncombe,NC,28704,DUKE ENERGY CORP (100%),1199524,"C,D",1007180,200 CP&L DRIVE
2020,Astoria Gas Turbine Power,40.7864,-73.9133,ASTORIA,Queens,NY,11105,NRG ENERGY INC (100%),15670,"C,D",1000132,31 01 20TH AVE
2020,Astoria Generating Station,40.7869,-73.9122,ASTORIA,Queens,NY,11105,ARCLIGHT CAPITAL HOLDINGS LLC (100%),486581,"C,D",1007053,18-01 20TH AVE
2020,Athens Generating Company,42.2728,-73.8492,ATHENS,Greene,NY,12015,TALEN ENERGY CORP (100%),760072,D,1000101,9300 U S HIGHWAY 9W
2020,Attala Generating Plant,33.0142,-89.6758,SALLIS,Attala,MS,39160,ENTERGY CORP (100%),751774,"C,D",1007247,2500 ATTALA ROAD 4130
2020,Audrain Power Plant,39.3092,-91.5369,VANDALIA,Audrain,MO,63382,AMEREN CORP (100%),14839,D,1001379,40897 HIGHWAY P
2020,Aurora Generating Station,41.8151,-88.2265,AURORA,Dupage,IL,60504,"LS Power Development, LLC (100%)",419430,"C,D",1001397,2909 NORTH EOLA ROAD
2020,Avon Lake Power Plant,41.5042,-82.05,AVON LAKE,Lorain,OH,44012,GENON ENERGY INC (100%),242008,"C,D",1000843,33570
2020,BADGER CREEK LIMITED,35.44735,-119.08652,BAKERSFIELD,KERN COUNTY,CA,93308,BADGER CREEK LTD (100%),9528,D,1002728,34759 LENCIONI AVE
2020,BARROW UTILITIES & ELECTRIC,71.292071,-156.77847,BARROW,NORTH SLOPE BOROUGH,AK,99723,BARROW UTILITIES & ELECTRIC COOPERATIVE INC (100%),43444,C,1005395,1295 AGVIK STREET
2020,BEACON HEATING,42.33811,-83.04382,DETROIT,WAYNE COUNTY,MI,48226,Detroit Thermal (100%),174526,C,1006384,541 MADISON STREET
2020,BEAR MOUNTAIN LIMITED,35.44735,-119.08652,BAKERSFIELD,KERN COUNTY,CA,93308,BEAR MOUNTAIN LTD (100%),21428,D,1006139,34759 LENCIONI AVE
2020,BELLEFIELD BOILER PLANT,40.442121,-79.949221,PITTSBURGH,ALLEGHENY COUNTY,PA,15213,BELLEFIELD BOILER PLANT (100%),47824,C,1005525,
2020,BERNICE LAKE,60.693619,-151.387377,NIKISKI,KENAI PENINSULA BOROUGH,AK,99635,HOMER ELECTRIC ASSOC INC (100%),5828,C,1005268,55244 CHEVRON REFINERY ROAD
2020,BP Whiting Business Unit,41.6703,-87.4803,WHITING,Lake,IN,46394,BP AMERICA INC (100%),1404521,"C,D,DD,MM,P,Y",1007339,2815 INDIANAPOLIS BLVD
2020,BUCKSPORT GENERATION LLC,44.574508,-68.804038,BUCKSPORT,HANCOCK COUNTY,ME,4416,AIM Development USA LLC (100%),2937,"C,D",1006174,30 Generation Lane
2020,Bacliff Generating Station,29.49596,-94.970803,Bacliff,,TX,77518,ROCKLAND CAPITAL LLC (100%),83210,D,1012447,5501 Highway 146
2020,Baconton,31.3869,-84.0819,BACONTON,Mitchell,GA,31716,SOWEGA ENERGY RESOURCES LLC (65%); TEJAS POWER GENERATION LLC (35%),78691,"C,D",1001409,2237 HATCHER HILL RD
2020,Bailly Generating Station,41.6433,-87.1225,CHESTERTON,Porter,IN,46304,NISOURCE INC (100%),0,C,1001537,246 BAILLY STATION ROAD
2020,Baldwin Energy Complex,38.205,-89.855,BALDWIN,Randolph,IL,62217,Vistra Corp (100%),4053532,"C,D",1007302,10901 BALDWIN RD
2020,Barney M. Davis,27.6067,-97.3119,Corpus Christi,Nueces,TX,78418,TALEN ENERGY CORP (100%),555877,"C,D",1000997,4301 Waldron Road
2020,Barry,31.0069,-88.0103,BUCKS,Mobile,AL,36512,THE SOUTHERN CO (100%),6217604,"C,D",1001412,15300 Highway 43 North
2020,Basin Creek Plant,45.92942,-112.52462,Butte,SILVER BOW COUNTY,MT,59701,MAXIM POWER USA INC (94.89%); BASIN CREEK POWER SERVICES LLC (5.11%),28315,C,1011063,500 Nils Drive
2020,Bastrop Clean Energy Center,30.1458,-97.55,CEDAR CREEK,Bastrop,TX,78612,BASTROP ENERGY PARTNERS LP (100%),1010557,D,1007300,125 OLD BASTROP ROAD
2020,Batavia Energy,42.9828,-78.1592,Batavia,GENESEE COUNTY,NY,14020,ALLIANCE ENERGY GROUP LLC (100%),3487,D,1007920,163 Cedar Street
2020,Batesville Generation Facility,34.335611,-89.927444,BATESVILLE,Panola,MS,38606,COOPERATIVE ENERGY A MISSISSIPPI ELECTRIC COOPERATIVE (100%),1673073,D,1010637,200 INDUSTRIAL DRIVE
2020,Baxter Wilson,32.2831,-90.9306,VICKSBURG,Warren,MS,39180,ENTERGY CORP (100%),864451,"C,D",1000699,770 KEMP BOTTOM ROAD
2020,Bay Front,46.5869,-90.9017,ASHLAND,Ashland,WI,54806,XCEL ENERGY INC (100%),20978,D,1000978,122 N 14TH AVE W
2020,Bay Shore,41.6925,-83.4375,OREGON,Lucas,OH,43616,WALLEYE POWER LLC (100%),1459782,"C,D",1007242,4701 BAY SHORE ROAD
2020,Bayonne Energy Center,40.6529,-74.0916,Bayonne,Hudson,NJ,7002,"Bayonne Energy Center, LLC (100%)",187228,D,1000555,401 Hook Road
2020,"Bayonne Plant Holding, LLC",40.6553,-74.1124,BAYONNE,Hudson,NJ,7002,IMTT-BAYONNE LLC (100%),34155,C,1001246,10 HOOK ROAD
2020,Bayou Cove Peaking Power Plant,30.2825,-92.5994,JENNINGS,Acadia,LA,70546,CLECO CORPORATE HOLDINGS LLC (100%),38942,"C,D",1007931,118 BERGEAUX ROAD
2020,Bayside Power Station,27.9072,-82.4231,TAMPA,Hillsborough,FL,33619,Tampa Electric CO (100%),2899974,D,1001172,3602 PORT SUTTON ROAD
2020,Bayswater Peaking Facility,40.6106,-73.7614,FAR ROCKAWAY,Queens,NY,11691,MPH ROCKAWAY PEAKERS HOLDCO LLC (100%),72763,D,1000131,14-25 BAY 24TH ST
2020,Baytown Energy Center,29.7731,-94.9019,BAYTOWN,Chambers,TX,77523,VOLT PARENT LP (100%),1999805,"C,D",1006983,8605 FM 1405
2020,Bear Garden Generating Station,37.6961,-78.2848,New Canton,Buckingham,VA,23123,DOMINION ENERGY INC (100%),1638891,"C,D",1000550,2608 C.G.Woodson Road
2020,Beatrice,40.3286,-96.8067,BEATRICE,Gage,NE,68310,NEBRASKA PUBLIC POWER DISTRICT (100%),343577,"C,D",1000284,20261 SW 61ST RD
2020,Beaver,46.172817,-123.17502,CLATSKANIE,COLUMBIA COUNTY,OR,97016,PORTLAND GENERAL ELECTRIC CO (100%),204553,C,1002488,80997 KALLUNKI ROAD
2020,Beaver Dam Energy LLC,41.6508891,-76.8028933,Canton,,PA,17724,IMG MIDSTREAM LLC (100%),19176,C,1012567,175 Groff Lane
2020,Belews Creek,36.2811,-80.0603,BELEWS CREEK,Stokes,NC,27052,DUKE ENERGY CORP (100%),4410169,"C,D",1001187,3195 PINE HALL ROAD
2020,Belle River,42.7748,-82.4945,SAINT CLAIR HAVEN,Saint Clair,MI,48054,DTE ENERGY CO (100%),4567040,"C,D",1001011,E CHINA TOWNSHIP
2020,Bellingham,42.0925,-71.4833,BELLINGHAM,Norfolk,MA,2019,NEXTERA ENERGY INC (100%),26083,D,1001207,92 DEPOT ST
2020,Bellingham Power Generation LLC,42.1113,-71.4529,BELLINGHAM,Norfolk,MA,2019,Vistra Corp (100%),589619,"C,D",1006864,155 MAPLE ST
2020,Bennett Mountain Power Project,43.147,-115.6671,Mountain Home,Elmore,ID,83647,IDACORP INC (100%),183615,"C,D",1000244,2750 NE Industrial Way
2020,Bergen,40.8375,-74.0244,RIDGEFIELD,Bergen,NJ,7657,PUBLIC SERVICE ENTERPRISE GROUP INC (100%),720311,"C,D",1000742,VICTORIA TERRACE
2020,Berkshire Power,42.0476,-72.6478,AGAWAM,Hampden,MA,1001,BERKSHIRE POWER CO LLC (100%),244079,"C,D",1001298,36 MOYLAN LANE
2020,Bethel Power Plant,60.7893,-161.78927,Bethel,BETHEL CENSUS AREA,AK,99559,,31278,C,1013951,1340 Kwethluk Lane
2020,Bethlehem Energy Center (Albany),42.5905,-73.7636,GLENMONT,Albany,NY,12077,PUBLIC SERVICE ENTERPRISE GROUP INC (100%),1842374,"C,D",1000777,ROUTE 144 RIVER ROAD
2020,Bethlehem Power Plant,40.6175,-75.3147,BETHLEHEM,Northampton,PA,18015,VOLT PARENT LP (100%),2443959,D,1000127,2254 APPLEBUTTER ROAD
2020,Bethpage Energy Center,40.7469,-73.4994,HICKSVILLE,Nassau,NY,11801,VOLT PARENT LP (100%),239591,"C,D",1001238,939 SOUTH BROADWAY
2020,Big Bend,27.7944,-82.4036,APOLLO BEACH,Hillsborough,FL,33572,Tampa Electric CO (100%),2587868,D,1001492,13031 WYANDOTTE ROAD
2020,Big Cajun 1,30.6736,-91.3525,JARREAU,Pointe Coupee,LA,70749,CLECO CORPORATE HOLDINGS LLC (100%),37440,"C,D",1007930,7807 RIVER ROAD   HWY 415
2020,Big Cajun 2,30.7261,-91.3669,NEW ROADS,Pointe Coupee,LA,70760,LOUISIANA GENERATING LLC (86%); ENTERGY CORP (14%),978212,"C,D",1001016,10431 CAJUN 2 ROAD   HWY 981
2020,Big Sandy,38.1707,-82.6176,LOUISA,Lawrence,KY,41230,AMERICAN ELECTRIC POWER CO INC (100%),489463,"C,D",1001587,23000 HWY 23
2020,Big Sandy Peaker Plant,38.3441,-82.5938,KENOVA,Wayne,WV,25530,MIDDLE RIVER POWER II LLC (100%),143904,D,1007358,300 BIG SANDY RIVER ROAD
2020,Big Stone,45.3047,-96.5103,BIG STONE CITY,Grant,SD,57216,OTTER TAIL CORP (53.9%); NORTHWESTERN CORP (23.4%); MDU RESOURCES GROUP INC (22.7%),1883918,"C,D",1001027,48450 144TH ST
2020,Birchwood Power Facility,38.2667,-77.3147,KING GEORGE,King George,VA,22485,J-POWER USA DEVELOPMENT CO LTD (50%); POWER HOLDING LLC (50%),98536,D,1000259,10900 BIRCHWOOD DRIVE
2020,Birdsboro Power Project,40.26668,-75.7964,Birdsboro,BERKS COUNTY,PA,19508,AEIF BIRDSBORO LLC (33.33%); SOJITZ CORP OF AMERICA (33.33%); TOKYO GAS AMERICA LTD (33.33%),1305265,D,1013620,1 Armorcast Rd
2020,Black Dog,44.8108,-93.2501,BURNSVILLE,Dakota,MN,55337,XCEL ENERGY INC (100%),718350,"C,D",1000689,1400 BLACK DOG ROAD
2020,Black Mountain Facility,36.223139,-114.881032,LAS VEGAS,CLARK COUNTY,NV,89124,Panwest NCA2 Holdings LLC (100%),368509,C,1006869,
2020,Black Mountain Generating Station,35.0361,-114.1594,Golden Valley,Mohave,AZ,86413,UNS ENERGY CORP (100%),90998,D,1000489,6625 S. Yuma Road
2020,Blackhawk Station,35.6957,-101.36,BORGER,Hutchinson,TX,79007,GREAT POINT POWER LLC (100%),965724,D,1005822,SPUR 119 N COGEN PLACE
2020,Blackstone Power Generation LLC,42.0575,-71.5172,BLACKSTONE,Worcester,MA,1504,Vistra Corp (100%),567056,"C,D",1006657,204 ELM ST
2020,Blount Street,43.0792,-89.3739,MADISON,Dane,WI,53703,MGE ENERGY INC (100%),26219,"C,D",1000979,717 E MAIN ST
2020,Blue Lake Generating Plant,44.7855,-93.4315,SHAKOPEE,Scott,MN,55379,XCEL ENERGY INC (100%),100040,"C,D",1000424,1200 70TH ST
2020,Blue Spruce Energy Center,39.7436,-104.68,AURORA,Adams,CO,80019,XCEL ENERGY INC (100%),333950,"C,D",1000141,1751 N POWHATON RD
2020,Blue Valley,39.0919,-94.3261,INDEPENDENCE,Jackson,MO,64056,CITY OF INDEPENDENCE MISSOURI (100%),1617,"C,D",1007421,21500 E TRUMAN RD
2020,Bluegrass Generating Station,38.3902,-85.4133,LA GRANGE,Oldham,KY,40031,EAST KENTUCKY POWER COOPERATIVE INC (100%),53691,"C,D",1001341,3095 Commerce Parkway
2020,Bluffview Power Plant,36.7164,-108.2153,FARMINGTON,San Juan,NM,87401,CITY OF FARMINGTON (100%),169659,D,1000463,755 MURRAY DRIVE
2020,Blythe Energy,33.6157,-114.6865,BLYTHE,Riverside,CA,92225,ALTAGAS SERVICES (US) INC (100%),764718,D,1001405,385 N. Buck Blvd.
2020,Boardman,45.6933,-119.8056,BOARDMAN,Morrow,OR,97818,PORTLAND GENERAL ELECTRIC CO (90%); IDACORP INC (10%),1685982,"C,D",1007940,73334 TOWER RD
2020,Bonanza,40.0864,-109.2844,VERNAL,Uintah,UT,84078,DESERET GENERATION & TRANSMISSION COOPERATIVE (96.25%); UTAH MUNICIPAL POWER ASSOC (3.75%),3245038,"C,D",1001149,12500 EAST 25500 SOUTH
2020,Bosque County Power Plant,31.8594,-97.3586,Laguna Park,Bosque,TX,76644,VOLT PARENT LP (100%),1652890,"C,D",1008020,577 Bosque County Road 3610
2020,Boswell Energy Center,47.2603,-93.6531,COHASSET,Itasca,MN,55721,ALLETE INC (90%); WPPI ENERGY (10%),4557211,"C,D",1000687,1200 NW 3RD ST
2020,Boulder Park Generating Station,47.696823,-117.154729,Spokane Valley,SPOKANE COUNTY,WA,99027,AVISTA CORP (100%),23554,C,1010860,4424 N. Barker Road
2020,Bowen,34.1256,-84.9192,CARTERSVILLE,Bartow,GA,30120,THE SOUTHERN CO (100%),7885909,"C,D",1001505,317 COVERED BRIDGE ROAD SW
2020,Bowline Generating Station,41.2044,-73.9689,WEST HAVERSTRAW,Rockland,NY,10993,GENON ENERGY INC (100%),381232,"C,D",1000780,140 SAMSONDALE AVE
2020,Brame Energy Center,31.395,-92.7167,LENA,Rapides,LA,71447,CLECO CORPORATE HOLDINGS LLC (76.16%); LOUISIANA ENERGY & POWER AUTHORITY (6.81%); LAFAYETTE PUBLIC POWER AUTHORITY (17.03%),5074372,D,1001041,275 RODEMACHER RD
2020,Brandon Shores LLC,39.1792,-76.5383,Baltimore,Anne Arundel,MD,21226,TALEN ENERGY CORP (100%),1134635,"C,D",1001481,2030 Brandon Shores RD
2020,Brandy Branch,30.3206,-81.9486,BALDWIN,Duval,FL,32234,JEA (100%),1941809,"C,D",1001167,15701 W BEAVER ST
2020,Brandywine Power Facility,38.6681,-76.8678,BRANDYWINE,Prince George'S,MD,20613,KMC THERMO LLC (100%),263193,"C,D",1001288,16400 MATTAWOMAN DRIVE
2020,"Brazos Valley Energy, LP",29.4731,-95.6244,THOMPSONS,Fort Bend,TX,77481,VOLT PARENT LP (100%),1342170,D,1000798,3440 LOCKWOOD RD
2020,Brentwood,40.787,-73.2933,BRENTWOOD,Suffolk,NY,11717,NEW YORK POWER AUTHORITY (100%),47041,"C,D",1000114,PILGRIM STATE HOSPITAL/1650 ISLIP AVE
2020,Bridgeport Energy LLC,41.1692,-73.1844,BRIDGEPORT,Fairfield,CT,6604,BRIDGEPORT ENERGY LLC (100%),716921,D,1001299,10 ATLANTIC ST
2020,Bridgeport Harbor Station,41.1706,-73.1843,BRIDGEPORT,Fairfield,CT,6604,PUBLIC SERVICE ENTERPRISE GROUP INC (100%),1292273,"C,D",1006949,1 ATLANTIC ST
2020,Broad River Energy Center,35.0786,-81.575,GAFFNEY,Cherokee,SC,29340,ORROYO ENERGY INVESTMENT PATNERS (100%),167709,"C,D",1001343,1124 VICTORY TRAIL ROAD
2020,Brooklyn Navy Yard Cogeneration Project,40.6994,-73.9758,Brooklyn,KINGS COUNTY,NY,11205,AXIUM BNY COGENERATION PARTNERS LLC (100%),989814,D,1000870,"63 Flushing Avenue, Unit 234, Bldg 41"
2020,Brownsville CT,35.5438,-89.198,BROWNSVILLE,Haywood,TN,38012,,207227,"C,D",1000739,948 BEECHGROVE RD
2020,Bruce Mansfield,40.6344,-80.42,SHIPPINGPORT,Beaver,PA,15077,Energy Harbor Generation LLC (100%),0,"C,D",1006909,128 FERRY HILL ROAD
2020,"Brunner Island, LLC",40.097,-76.6962,Mt Wolf,York,PA,17347,TALEN ENERGY CORP (100%),1218761,"C,D",1000886,1400 Wago Road
2020,Brunot Island Power Station,40.4638,-80.044,PITTSBURGH,Allegheny,PA,15204,GENON ENERGY INC (100%),72528,"C,D",1007427,2849 WEST CARSON STREET
2020,Brunswick County Power Station,36.766854,-77.711098,Freeman,BRUNSWICK COUNTY,VA,23856,DOMINION ENERGY INC (100%),3755303,"C,D",1011850,20100 Governor Harrison Pkwy
2020,Brush Power Projects,40.2415,-103.631,BRUSH,Morgan,CO,80723,BEOWULF ENERGY (67%); ALTAGAS SERVICES (US) INC (33%),90169,"C,D",1001224,1500 S CLAYTON
2020,"Buchanan Units 1, 2",37.1753,-81.9617,KEEN MOUNTAIN,Buchanan,VA,24631,"LS Power Development, LLC (100%)",234901,D,1000174,RT 626 OFF RT 460
2020,Buck,35.7133,-80.3767,SALISBURY,Rowan,NC,28145,DUKE ENERGY CORP (100%),1471308,"C,D",1000831,1555 DUKEVILLE RD
2020,"Bucksport Mill, LLC",44.583564,-68.807274,Bucksport,HANCOCK COUNTY,ME,4416,,35,"C,TT",1013945,109 River Road
