REPORTING YEAR,FACILITY NAME,LATITUDE,LONGITUDE,CITY NAME,COUNTY NAME,STATE,ZIP CODE,PARENT COMPANIES,GHG QUANTITY (METRIC TONS CO2e),SUBPARTS,GHGRP ID,REPORTED ADDRESS
2020,Kalkaska Ct Project #1,44.6889,-85.2019,KALKASKA,Kalkaska,MI,49646,MICHIGAN PUBLIC POWER AGENCY (100%),12890,"C,D",1000182,1750 PROUGH ROAD SW
2020,Kearny Generating Station,40.7375,-74.1,KEARNY,Hudson,NJ,7032,PUBLIC SERVICE ENTERPRISE GROUP INC (100%),61636,"C,D",1000747,HACKENSACK AVE
2020,Kemper County,32.7976,-88.6057,DE KALB,Kemper,MS,39328,,153521,"C,D",1001179,221 MARK COBB RD
2020,Kendall Green Energy,42.3633,-71.0792,CAMBRIDGE,Middlesex,MA,2142,Vicinity Energy LLC (100%),717320,"C,D",1000657,265 FIRST ST
2020,Kern River Cogeneration Facility,35.4518,-118.9851,BAKERSFIELD,KERN COUNTY,CA,93308,CHEVRON CORP (100%),298095,"C,DD",1004001,1546 SW China Grade Loop
2020,Kettle Falls Generating Station,48.614625,-118.10147,Kettle Falls,STEVENS COUNTY,WA,99141,AVISTA CORP (100%),1202,"C,TT",1010858,1151 Hwy. 395 North
2020,Key City/Wilmarth Plant,44.196163,-94.003383,Mankato,BLUE EARTH COUNTY,MN,56001,XCEL ENERGY INC (100%),94080,C,1003410,800 Summit Avenue
2020,Keys Energy Center,38.695485,-76.828091,Brandywine,PRINCE GEORGE'S COUNTY,MD,20613,PUBLIC SERVICE ENTERPRISE GROUP INC (100%),1948826,"C,D",1013136,10322 North Keys Road
2020,Keystone,40.6604,-79.3411,SHELOCTA,Armstrong,PA,15774,ARCLIGHT CAPITAL HOLDINGS LLC (67.29%); BOWFIN KEYCON POWER LLC (3.7%); KEYCON POWER HOLDINGS LLC (16.67%); TALEN ENERGY CORP (12.34%),7206235,"C,D",1000883,313 KEYSTONE DRIVE
2020,"Kincaid Generation, LLC",39.5906,-89.4964,KINCAID,Christian,IL,62540,Vistra Corp (100%),1545436,"C,D",1001520,4 MILES WEST OF KINCAID on RT 104
2020,Kings Mountain Energy Center,35.201313,-81.365446,Kings Mountain,CLEVELAND COUNTY,NC,28086,"Castillo Investment Holdings, LLC (8%); CEI Kings Mountain Holdings, LLC (46%); Wattage Finance - NC, LLC (46%)",1066663,"C,D",1013259,181 Gage Road
2020,Kingston,35.8992,-84.5194,KINGSTON,Roane,TN,37763,,1776718,D,1005871,SWAN POND RD
2020,Kinmundy Power Plant,38.7619,-89.0128,PATOKA,Marion,IL,62875,AMEREN CORP (100%),11933,"C,D",1007209,2816 KINOKA ROAD
2020,Klamath Cogeneration Project,42.174,-121.8112,Klamath Falls,Klamath,OR,97603,AVANGRID INC (100%),1117191,"C,D",1001314,4940 Hwy 97 South
2020,Klamath Energy LLC,42.1727,-121.8144,Klamath Falls,Klamath,OR,97603,AVANGRID INC (100%),21947,D,1000076,4940 Hwy 97 South
2020,Kneeland Station,42.35,-71.0583,Boston,Suffolk,MA,2111,VICINITY ENERGY (100%),70098,C,1000092,165 Kneeland St.
2020,Knox Lee Power Plant,32.3766,-94.6415,LONGVIEW,Gregg,TX,75603,AMERICAN ELECTRIC POWER CO INC (100%),91918,D,1000934,306 KNOX LEE
2020,Kyger Creek,38.9161,-82.1281,CHESHIRE,Gallia,OH,45620,AMERICAN ELECTRIC POWER CO INC (100%),4797234,D,1000853,5758 STATE ROUTE 7 NORTH
2020,Kyrene Generating Station,33.3544,-111.9364,TEMPE,Maricopa,AZ,85283,SALT RIVER PROJECT AGRICULTURAL IMPROVEMENT & POWER DISTRICT (100%),618516,"C,D",1000241,7005 S KYRENE RD
2020,L A CO CENTRAL HEATING PLANT,34.05624,-118.24312,LOS ANGELES,LOS ANGELES COUNTY,CA,90012,COUNTY OF LOS ANGELES (100%),41978,C,1002591,301 N. BROADWAY
2020,L V Sutton Steam Electric Plant,34.2824,-77.9864,WILMINGTON,New Hanover,NC,28401,DUKE ENERGY CORP (100%),1569060,"C,D",1000828,801 SUTTON STEAM PLANT ROAD
2020,L'Anse Warden Electric Company LLC,46.756876,-88.455897,L'Anse,BARAGA COUNTY,MI,49946,"Greenwood Sustainable Infrastructure, LLC (100%)",25591,C,1011214,157 S. Main Street
2020,LAS VEGAS GENERATING STATION,36.23228,-115.12474,N LAS VEGAS,CLARK COUNTY,NV,89030,BERKSHIRE HATHAWAY INC (100%),151989,D,1000595,1701 ALEXANDER RD
2020,LCEC Generation,32.97658,-103.324315,Lovington,LEA COUNTY,NM,88260,WESTERN FARMERS ELECTRIC COOPERATIVE (100%),13566,C,1007773,2023 Power Plant Lane
2020,LEPA Unit No. 1,29.68917,-91.19007,Morgan City,ST. MARY PARISH,LA,70380,LOUISIANA ENERGY & POWER AUTHORITY (100%),88187,D,1013523,1333 Youngs Rd
2020,LIVE OAK LIMITED,35.61139,-118.93682,BAKERSFIELD,KERN COUNTY,CA,93308,LIVE OAK LTD (100%),10577,D,1006860,7001 GRANITE ROAD
2020,LODI ENERGY CENTER,38.094095,-121.380788,LODI,SAN JOAQUIN COUNTY,CA,95242,NORTHERN CALIFORNIA POWER AGENCY (100%),273973,D,1010767,12745 N. THORNTON ROAD
2020,LOU MED CENTER STEAM PLANT,38.249301,-85.750689,LOUISVILLE,JEFFERSON COUNTY,KY,40202,LOUISVILLE MEDICAL CENTER INC (100%),73069,C,1007147,235 ABRAHAM FLEXNER WAY
2020,LOUISIANA TECH UNIVERSITY,32.52603,-92.64865,RUSTON,LINCOLN PARISH,LA,71270,LOUISIANA TECH UNIVERSITY (100%),34888,C,1005362,1200 Lomax Dr.
2020,"LSP University Park, LLC",41.4426,-87.7515,UNIVERSITY PARK,Will,IL,60466,"LS Power Development, LLC (100%)",439034,D,1000135,787 INDUSTRIAL DRIVE
2020,LUBBOCK POWER & LIGHT BRANDON STATION,33.585139,-101.88625,LUBBOCK,LUBBOCK COUNTY,TX,79409,CITY OF LUBBOCK TEXAS (100%),8637,C,1006602,
2020,LUZ SOLAR PARTNERS VIII & IX LTD.,35.03211,-117.34764,HINKLEY,SAN BERNARDINO COUNTY,CA,92347,TERRA-GEN POWER LLC (100%),17827,C,1006175,43880 HARPER LAKE ROAD
2020,La Cygne Generating Station,38.3472,-94.6389,LA CYGNE,Linn,KS,66040,EVERGY INC (100%),6276529,"C,D",1006539,25166 E 2200 RD
2020,La Luz Energy Center,34.6063,-106.732,Belen,VALENCIA COUNTY,NM,87002,PNM RESOURCES INC (100%),5877,D,1011838,225 Harrison Road
2020,La Paloma Generating Plant,35.2956,-119.5919,MCKITTRICK,Kern,CA,93251,CXA LA PALOMA LLC (100%),664605,"C,D",1001339,1760 WEST SKYLINE ROAD
2020,Labadie,38.5583,-90.8361,LABADIE,Franklin,MO,63055,AMEREN CORP (100%),15587489,D,1000192,226 LABADIE POWER PLANT ROAD
2020,Lackawanna Energy Center,41.471389,-75.544167,Jessup,LACKAWANNA COUNTY,PA,18434,INVENERGY LLC (100%),3344902,"C,D",1013233,1000 Sunnyside Road
2020,Ladysmith Combustion Turbine Sta,38.064527,-77.508465,WOODFORD,Caroline,VA,22580,DOMINION ENERGY INC (100%),621282,"C,D",1001161,8063 CEDON ROAD
2020,Lagoon Creek,35.6578,-89.3964,BROWNSVILLE,Haywood,TN,38012,,1366887,"C,D",1007457,615 ELM TREE RD
2020,Lake Catherine,34.4341,-92.9046,JONES MILL,Hot Spring,AR,72105,ENTERGY CORP (100%),284447,"C,D",1001432,HIGHWAY 270 9 MILES WEST OF MALVERN
2020,Lake Charles Power Station,30.25968622,-93.28173656,Westlake,,LA,70669,ENTERGY CORP (100%),1192200,D,1013878,2500 Houston River Road
2020,Lake Hubbard,32.8364,-96.5464,SUNNYVALE,Dallas,TX,75182,Vistra Corp (100%),282160,D,1007503,555 BARNES RD
2020,Lake Road Generating Company,41.8736,-71.8947,DAYVILLE,Windham,CT,6241,Vistra Corp (100%),2144132,D,1001338,56 ALEXANDER PARKWAY
2020,Lake Road Generating Station,39.7246,-94.8773,ST JOSEPH,Buchanan,MO,64504,EVERGY INC (100%),221513,"C,D",1006852,1413 LOWER LAKE RD
2020,Lake Side Power Plant,40.3311,-111.7547,VINEYARD,Utah,UT,84058,BERKSHIRE HATHAWAY INC (100%),2168879,"C,D",1000454,1825 NORTH PIONEER LANE
2020,Lakefield Junction Generating,43.7984,-94.8415,TRIMONT,Martin,MN,56176,GREAT RIVER ENERGY (100%),30014,"C,D",1000203,2159 20TH AVE
2020,Lakewood Cogeneration,40.0613,-74.1686,LAKEWOOD,Ocean,NJ,8701,NAUTILUS POWER LLC (80%); OSAKA GAS ENERGY AMERICA CORP (20%),104862,"C,D",1001283,123 ENERGY WAY
2020,Lamar Power (Paris),33.6314,-95.589,PARIS,Lamar,TX,75462,Vistra Corp (100%),2678076,D,1001310,3205 FM 137
2020,Lange,44.1212,-103.2608,RAPID CITY,Pennington,SD,57702,BLACK HILLS CORP (100%),20364,"C,D",1000049,2900 LANGE ROAD
2020,Langley Gulch Power Plant,43.9046,-116.8181,New Plymouth,Payette,ID,83655,IDACORP INC (100%),569096,D,1007379,3806 Highway 30 South
2020,Lansing,43.3359,-91.1672,LANSING,Allamakee,IA,52151,ALLIANT ENERGY CORP (100%),411798,"C,D",1007419,2320 POWER PLANT DRIVE
2020,Lansing Smith Generating Plant,30.2689,-85.7003,SOUTHPORT,Bay,FL,32409,NEXTERA ENERGY INC (100%),1899612,"C,D",1001491,4300 HIGHWAY 2300
2020,Laramie River,42.1103,-104.8828,WHEATLAND,Platte,WY,82070,BASIN ELECTRIC POWER COOPERATIVE (42.27%); TRI-STATE GENERATION & TRANSMISSION ASSOC INC (27.13%); WESTERN MINNESOTA MUNICIPAL POWER AGENCY (16.47%); LINCOLN ELECTRIC SYSTEM (12.76%); WYOMING MUNICIPAL POWER AGENCY INC (1.37%),9281385,D,1001045,HWY 320
2020,Laredo,27.5667,-99.5083,Laredo,Webb,TX,78041,TALEN ENERGY CORP (100%),37774,D,1006725,7300 CPL Road
2020,Larkspur Energy Faciity,32.5672,-116.9444,SAN DIEGO,San Diego,CA,92154,MITSUBISHI CORP (AMERICAS) (100%),18862,D,1000147,9355 OTAY MESA ROAD
2020,Laskin Energy Center,47.5306,-92.1619,Hoyt Lakes,St. Louis,MN,55750,ALLETE INC (100%),12702,"C,D",1000686,5699 Colby Lake Road
2020,Lauderdale,26.0681,-80.1983,FORT LAUDERDALE,Broward,FL,33314,NEXTERA ENERGY INC (100%),209660,"C,D",1007471,4300 SOUTHWEST 42ND STREET
2020,Lawrence Energy Center,39.0072,-95.2692,Lawrence,DOUGLAS COUNTY,KS,66044,EVERGY INC (100%),1979475,"C,D",1000582,1250 N 1800 road
2020,Lawrenceburg Energy Facility,39.0913,-84.8667,LAWRENCEBURG,Dearborn,IN,47025,LIGHTSTONE GENERATION LLC (100%),3389262,"C,D",1000138,582 W EADS PARKWAY
2020,"Lee County Generating Station, LLC",41.8287,-89.4054,DIXON,Lee,IL,61021,BRUCE POWER LLC (100%),182623,D,1001380,1674 RED BRICK RD
2020,Leland Olds,47.2819,-101.3194,STANTON,Mercer,ND,58571,BASIN ELECTRIC POWER COOPERATIVE (100%),3433260,D,1000836,HWY 200
2020,Leon Creek,29.3511,-98.5753,SAN ANTONIO,Bexar,TX,78211,CPS ENERGY (100%),68411,D,1000956,7718 QUINTANA RD
2020,Lewis & Clark,47.6788,-104.1569,RICHLAND,Richland,MT,59270,MDU RESOURCES GROUP INC (100%),315148,"C,D",1007768,SOUTH OF SIDNEY
2020,Lewis Creek,30.4364,-95.5215,WILLIS,Montgomery,TX,77318,ENTERGY CORP (100%),1242891,"C,D",1000928,11191 LONGSTREET ROAD
2020,Liberty Electric Power Plant,39.8622,-75.3361,Edddystone,Delaware,PA,19022,Vistra Corp (100%),1478106,D,1001376,1000 Industrial Highway
2020,Lieberman Power Plant,32.7047,-93.9597,MOORINGSPORT,Caddo,LA,71060,AMERICAN ELECTRIC POWER CO INC (100%),17116,"C,D",1001610,11730 LA HWY 538
2020,Limestone,31.4219,-96.2525,JEWETT,Limestone,TX,75846,NRG ENERGY INC (100%),6080595,D,1005713,3964 FM 39
2020,Limon Generating Station,39.2038,-103.7005,LIMON,Lincoln,CO,80828,TRI-STATE GENERATION & TRANSMISSION ASSOC INC (100%),47511,"C,D",1000060,48303 STATE ROAD 71
2020,Lincoln,35.4317,-81.0347,STANLEY,Lincoln,NC,28164,DUKE ENERGY CORP (100%),34624,D,1001109,6769 OLD PLANK ROAD
2020,Lincoln Generating Facility,41.3937,-87.9437,MANHATTAN,Will,IL,60442,ARCLIGHT CAPITAL HOLDINGS LLC (100%),3748,"C,D",1001369,27155 SOUTH KANKAKEE Street
2020,Linden Cogeneration Facility,40.6322,-74.2156,LINDEN,Union,NJ,7036,JERA ENERGY AMERICA LLC (50%); ARES MANAGEMENT CORP (14%); HIGHSTAR CAPITAL LLC (14%); ROSE CAPITAL INVESTMENT INC (12%); HPJV1 LLC (10%),2638330,D,1001232,
2020,Linden Generating Station,40.6225,-74.2097,LINDEN,Union,NJ,7036,PUBLIC SERVICE ENTERPRISE GROUP INC (100%),1338812,"C,D",1007330,WOOD AVE SOUTH
2020,Little Gypsy,30.0033,-90.4611,LAPLACE,Saint Charles,LA,70079,ENTERGY CORP (100%),987657,"C,D",1001605,17440 RIVER RD
2020,Livingston Generating Station,45.0291,-84.7332,GAYLORD,Otsego,MI,49753,CMS ENERGY CORP (100%),3795,"C,D",1007295,155 NORTH TOWNLINE ROAD
2020,Lockport,43.1622,-78.7453,LOCKPORT,Niagara,NY,14094,LOCKPORT LP LLC (51.4%); LOCKPORT POWER COGENERATION LLC (24.3%); OPGA LOCKPORT LLC (24.3%),83017,"C,D",1001265,5087 JUNCTION ROAD
2020,Logan Generating Plant,39.7914,-75.4081,SWEDESBORO,Gloucester,NJ,8085,EXCALIBUR POWER LLC (100%),555835,D,1001201,76 ROUTE 130
2020,Lon D Wright Power Plant,41.4275,-96.4619,FREMONT,Dodge,NE,68025,CITY OF FREMONT (100%),451239,"C,D",1000722,2701 EAST 1ST ST
2020,Lone Star Power Plant,32.9217,-94.7158,LONE STAR,Morris,TX,75668,AMERICAN ELECTRIC POWER CO INC (100%),0,D,1000935,HWY 259 SOUTH
2020,Lonesome Creek Station,47.797764,-103.572694,Alexander,MCKENZIE COUNTY,ND,58831,BASIN ELECTRIC POWER COOPERATIVE (100%),427229,D,1011323,2648 140th Ave NW
2020,Long Beach Generating Station,33.7641,-118.2248,LONG BEACH,Los Angeles,CA,90802,NRG ENERGY INC (100%),30893,D,1000490,2665 SEASIDE BOULEVARD
2020,Longview Power,39.7078,-79.9588,Maidsville,MONONGALIA COUNTY,WV,26541,LONGVIEW INTERMEDIATE HOLDINGS C LLC (100%),4316669,"C,D",1000782,1375 Fort Martin Road
2020,Lordsburg Generating Station,32.3494,-108.6975,LORDSBURG,Hidalgo,NM,88045,PNM RESOURCES INC (100%),7069,D,1000162,2 POWER PLANT ROAD
2020,Lordstown Energy Center,41.150018,-80.851857,Warren,TRUMBULL COUNTY,OH,44481,CLEAN ENERGY FUTURES - LORDSTOWN LLC (100%),2239995,"C,D",1013257,1853 Henn Parkway
2020,Los Esteros Critical Energy Fac,37.425,-121.9319,SAN JOSE,Santa Clara,CA,95134,VOLT PARENT LP (100%),128890,D,1000175,800 THOMAS FOON CHEW WAY
2020,"Los Medanos Energy Center, LLC",38.03,-121.8708,PITTSBURG,Contra Costa,CA,94565,VOLT PARENT LP (100%),1255997,"C,D",1001366,750 EAST THIRD ST
2020,Lost Pines 1,30.1478,-97.27,BASTROP,Bastrop,TX,78602,GENTEX POWER CORP (50%); LOWER COLORADO RIVER AUTHORITY (50%),1135999,D,1001340,256 POWER PLANT ROAD
2020,Louisa,41.3153,-91.0936,MUSCATINE,Louisa,IA,52761,BERKSHIRE HATHAWAY INC (88%); CENTRAL IOWA POWER COOPERATIVE (4.6%); ALLIANT ENERGY CORP (4%); CITY OF WAVERLY (1.1%),1863636,"C,D",1001060,8602 172 ST
2020,Louisa Generation Facility,38.1181,-78.2139,Gordonsville,Louisa,VA,22942,OLD DOMINION ELECTRIC COOPERATIVE (100%),216700,"C,D",1007183,3352 Klockner Road
2020,Louisiana 1,30.4903,-91.1875,BATON ROUGE,East Baton Rouge,LA,70821,ENTERGY CORP (100%),2061010,"C,D",1001209,GULF STATES ROAD
2020,Lower Mount Bethel Energy,40.8011,-75.105,BANGOR,Northampton,PA,18013,TALEN ENERGY CORP (100%),833618,D,1000146,6079 DU PUES FERRY ROAD
2020,Luna Energy Facility,32.2983,-107.78,DEMING,Luna,NM,88030,PNM RESOURCES INC (33.333%); UNS ENERGY CORP (33.333%); SAMCHULLY POWER & UTILITIES LLC (33.33%),1240445,"C,D",1000795,1895 ARROWHEAD DR NW
2020,Luz Solar Partners III - VII,35.007353,-117.666952,Boron,KERN COUNTY,CA,93516,FORTRESS INVESTMENT GROUP (49.33%); NEXTERA ENERGY INC (44.966%); EXELON CORP (2.434%); EXELON CORP (1.768%),10,C,1003617,41100 Highway 395
2020,MARTINEZ COGEN LIMITED PARTNER,38.02176,-122.06579,MARTINEZ,CONTRA COSTA COUNTY,CA,94553,FOSTER WHEELER POWER SYSTEMS INC (50.5%); GENERAL ELECTRIC CO (49.5%),320558,C,1003980,550 Solano Way
2020,MASSPOWER,42.156,-72.5292,INDIAN ORCHARD,Hampden,MA,1151,Vistra Corp (100%),161670,"C,D",1007435,750 WORCESTER ST
2020,MAUI ELECTRIC CO (MECO) - KAHULUI GENERATING STATION,20.89618,-156.46367,KAHULUI,MAUI COUNTY,HI,96732,HAWAIIAN ELECTRIC INDUSTRIES INC (100%),151515,C,1001437,200 HOBRON LANE
2020,MAUI ELECTRIC CO (MECO) - MAALAEA GENERATING STATION,20.801363,-156.49269,KIHEI,MAUI COUNTY,HI,96753,HAWAIIAN ELECTRIC INDUSTRIES INC (100%),383511,C,1001438,1000 NORTH KIHEI ROAD
2020,MAUI ELECTRIC CO (MECO) - PALAAU GENERATING STATION,21.106214,-157.06422,KAUNAKAKAI,MAUI COUNTY,HI,96748,HAWAIIAN ELECTRIC INDUSTRIES INC (100%),24069,C,1007188,32A ULILI STREET
2020,MCKITTRICK LIMITED,35.44735,-119.08652,BAKERSFIELD,KERN COUNTY,CA,93308,MCKITTRICK LLC (100%),8516,D,1002541,34759 LENCIONI AVE
2020,MEDICAL AREA TOTAL ENERGY PLANT,42.336667,-71.108333,BOSTON,SUFFOLK COUNTY,MA,2215,LONGWOOD ENERGY PARTNERS LLC (100%),252440,C,1000580,474 BROOKLINE AVE
2020,MEDICAL CENTER COMPANY,41.50329,-81.6039,CLEVELAND,CUYAHOGA COUNTY,OH,44106,MEDICAL CENTER CO (100%),74760,C,1001921,2250 CIRCLE DR
2020,MIDWAY-SUNSET COGENERATION CO.,35.22663,-119.62972,FELLOWS,KERN COUNTY,CA,93224,NRG ENERGY INC (50%); SHELL PETROLEUM INC (25.9%); EXXON MOBIL CORP (24.1%),385460,C,1005355,3466 CROCKER SPRGS RD
2020,MILWAUKEE REGIONAL MEDICAL CENTER THERMAL,43.0462,-88.0278,MILWAUKEE,MILWAUKEE COUNTY,WI,53226,MILWAUKEE REGIONAL MEDICAL CENTER INC (100%),42236,C,1002210,9250 WATERTOWN PLANK RD
2020,MJMEUC GENERATING STATION 1,39.2499,-91.6444,LADDONIA,AUDRAIN COUNTY,MO,63352,MISSOURI JOINT MUNICIPAL ELECTRIC UTILITY COMMISSION (100%),67811,C,1001403,809 North Pine Street
2020,Macheche Combustion Turbine,13.51077,144.826955,Dededo,,GU,96929,GUAM POWER AUTHORITY (100%),45672,C,1012017,"Lot 10142, Harmon Loop Road (Route 27)"
2020,Maddox,32.7131,-103.31,HOBBS,Lea,NM,88240,XCEL ENERGY INC (100%),433494,"C,D",1000753,9M W OF HOBBS ON HWY 62/180
2020,Madison Generating Station,39.4522,-84.465,TRENTON,Butler,OH,45067,DUKE ENERGY CORP (100%),219107,D,1001318,5657 KENNEL RD
2020,Magic Valley Generating Station,26.3403,-98.19,EDINBURG,Hidalgo,TX,78539,VOLT PARENT LP (100%),1240699,D,1001325,3333 N MCCOLL RD
2020,Magnet Cove Generating Station,34.4304,-92.8333,MALVERN,Hot Spring,AR,72104,ARKANSAS ELECTRIC COOPERATIVE CORP (100%),656593,D,1000185,410 HENDERSON ROAD
2020,Magnolia,34.1788,-118.3153,BURBANK,Los Angeles,CA,91502,SOUTHERN CALIFORNIA PUBLIC POWER AUTHORITY (100%),541375,"C,D",1000457,164 WEST MAGNOLIA BOULEVARD
2020,Magnolia Facility,34.8358,-89.2017,ASHLAND,Benton,MS,38603,,2145991,"C,D",1000821,352 HIGHWAY 4 WEST
2020,Maine Independence Station,44.8236,-68.7106,VEAZIE,Penobscot,ME,4401,Vistra Corp (100%),78129,"C,D",1007422,125 SHORE ROAD
2020,"Malaga Power, LLC",36.6894,-119.7399,FRESNO,Fresno,CA,93725,MALAGA POWER LLC (100%),7192,D,1000458,2611 E NORTH AVE
2020,Malburg Generating Station,33.9983,-118.2219,VERNON,Los Angeles,CA,90058,HEOROT POWER HOLDINGS LLC (100%),274115,D,1007318,2715 WEST 50TH ST
2020,Manatee,27.6058,-82.3456,PARRISH,Manatee,FL,34219,NEXTERA ENERGY INC (100%),4037225,D,1007255,19050 STATE ROAD 62
2020,Manchester Street,41.8167,-71.4042,PROVIDENCE,Providence,RI,2903,"Edgewater Generation Holdings, LLC (100.0%)",731505,"C,D",1000905,40 POINT ST
2020,Manchief Generating Station,40.2201,-103.679,BRUSH,Morgan,CO,80723,ATLANTIC POWER CORP (100%),267289,"C,D",1001327,14936 COUNTY ROAD 24
2020,Manitowoc,44.082,-87.6558,MANITOWOC,Manitowoc,WI,54220,MANITOWOC PUBLIC UTILITIES (INC) (100%),131941,"C,D",1000987,701 Columbus Street
2020,Mankato Energy Center,44.1965,-94.0099,MANKATO,Blue Earth,MN,56001,SOUTHWEST GENERATION OPERATING CO LLC (100%),1127886,"C,D",1000437,1 FAZIO LANE
2020,Marcus Hook Energy Center - MH750,39.8083,-75.4225,Marcus Hook,Delaware,PA,19061,JERA ENERGY AMERICA LLC (50%); STARWOOD CAPITAL GROUP LLC (50%),1978794,D,1000269,100 Green Street
2020,Marianas Energy Company,13.463579,144.678216,Piti,GUAM,GU,96915,OSAKA GAS ENERGY AMERICA CORP (100%),415804,C,1011451,180 Cabras Highway
2020,Marion,37.6206,-88.955,MARION,Williamson,IL,62959,SOUTHERN ILLINOIS POWER COOPERATIVE (100%),1230653,D,1001530,11543 LAKE OF EGYPT RD
2020,"Mariposa Energy, LLC",37.7965,-121.6049,Byron,ALAMEDA COUNTY,CA,94514,MITSUBISHI CORP (AMERICAS) (100%),61648,D,1000051,4887 Bruns Road
2020,Marquette Energy Center,46.56444,-87.43456,Marquette,MARQUETTE COUNTY,MI,49855,MARQUETTE BOARD OF LIGHT & POWER (100%),74766,C,1013300,2200 Wright Street
2020,Marsh Landing Generating Station,38.01231,-121.76463,Antioch,CONTRA COSTA COUNTY,CA,94509,CLEARWAY ENERGY INC (100%),163815,"C,D",1011303,3201-C Wilbur Avenue
2020,Marsh Run Generation Facility,38.5283,-77.7681,Remington,Fauquier,VA,22734,OLD DOMINION ELECTRIC COOPERATIVE (100%),323835,"C,D",1001160,12109 Lucky Hill Road
2020,Marshall,35.5975,-80.9658,TERRELL,Catawba,NC,28682,DUKE ENERGY CORP (100%),5547548,"C,D",1000834,8320 EAST HWY 150
2020,Marshall,37.0286,-88.3958,CALVERT CITY,Marshall,KY,42029,,17934,D,1001377,6264 INDUSTRIAL PARKWAY
2020,Martin,27.0536,-80.5628,INDIANTOWN,Martin,FL,34956,NEXTERA ENERGY INC (100%),4237103,"C,D",1001013,21900 SW WARFIELD BLVD
2020,Martin Drake,38.8244,-104.8331,COLORADO SPRINGS,El Paso,CO,80903,COLORADO SPRINGS UTILITIES (100%),458485,"C,D",1001465,700 S CONEJOS ST
2020,Martin Lake,32.2597,-94.5703,Tatum,Rusk,TX,75691,Vistra Corp (100%),13416313,"C,D",1007504,8850 FM 2658 North
2020,Martins Creek,40.796,-75.107,BANGOR,Northampton,PA,18013,TALEN ENERGY CORP (100%),260741,"C,D",1000892,6605 FOUL RIFT ROAD
2020,Massena Energy Facility,44.9503,-74.8928,MASSENA,St. Lawrence,NY,13662,ALLIANCE ENERGY GROUP LLC (100%),854,"C,D",1001280,ALCOA POWER CANAL ROAD
2020,Mayo Electric Generating Plant,36.5278,-78.8917,ROXBORO,Person,NC,27574,DUKE ENERGY CORP (100%),806706,D,1001049,10660 BOSTON ROAD
2020,McCartney Generating Station,37.2479,-93.1709,STRAFFORD,Greene,MO,65757,CITY UTILITIES OF SPRINGFIELD (100%),25527,D,1001177,5701 E FARM ROAD 112
2020,McClain Energy Facility,35.2979,-97.5896,NEWCASTLE,Mcclain,OK,73065,OGE ENERGY CORP (77%); OKLAHOMA MUNICIPAL POWER AUTHORITY (23%),1119960,"C,D",1007445,801 NORTHEAST 34TH
2020,McClellan,33.5648,-92.7917,CAMDEN,Ouachita,AR,71701,ARKANSAS ELECTRIC COOPERATIVE CORP (100%),23446,"C,D",1006593,1625 Bradley Ferry Road
2020,McIntosh (6124),32.3558,-81.1683,RINCON,Effingham,GA,31326,THE SOUTHERN CO (100%),43377,"C,D",1001031,981 OLD AUGUSTA ROAD
2020,McIntosh (7063),31.2546,-88.0299,MCINTOSH,Washington,AL,36553,POWERSOUTH ENERGY COOPERATIVE (100%),226247,"C,D",1006426,HWY 43 MILE 37 5
2020,McIntosh Combined Cycle Facility,32.3478,-81.1828,RINCON,Effingham,GA,31326,THE SOUTHERN CO (100%),3274915,"C,D",1000460,900 Old Augusta Road Central
2020,McMeekin,34.0533,-81.2178,COLUMBIA,Lexington,SC,29212,DOMINION ENERGY INC (100%),506387,D,1000909,6055 BUSH RIVER ROAD
2020,McPherson Municipal Power Plant #3,38.3864,-97.61,MCPHERSON,Mcpherson,KS,67460,MCPHERSON BOARD OF PUBLIC UTILITIES (100%),6869,"C,D",1001126,1486 17TH AVE
2020,McWilliams,31.4001,-86.4767,GANTT,Covington,AL,36038,POWERSOUTH ENERGY COOPERATIVE (100%),1707346,"C,D",1006443,28570 US 29 NORTH
2020,Medway Station,42.1364,-71.4478,MEDWAY,Norfolk,MA,2053,EXELON CORP (100%),107602,"C,D",1000655,9 SUMMER ST
2020,Meramec,38.4017,-90.3358,ST LOUIS,Saint Louis,MO,63129,AMEREN CORP (100%),132653,"C,D",1000707,8200 FINE RD
2020,Merom,39.0694,-87.5108,SULLIVAN,Sullivan,IN,47882,HOOSIER ENERGY REC INC (100%),2728314,"C,D",1006549,5500 W OLD 54
2020,Merrimack,43.1411,-71.4692,BOW,Merrimack,NH,3304,GRANITE SHORE POWER LLC (100%),132664,"C,D",1000729,431 RIVER RD
2020,Mesquite Generating Station,33.3451,-112.8638,ARLINGTON,Maricopa,AZ,85322,ONWARD ENERGY (50%); SALT RIVER PROJECT AGRICULTURAL IMPROVEMENT & POWER DISTRICT (50%),2838503,D,1000052,37625 W ELLIOT RD
2020,Metcalf Energy Center,37.2169,-121.7439,Coyote,Santa Clara,CA,95013,VOLT PARENT LP (100%),950214,D,1000806,1 BLANCHARD RD 
2020,Metro Nashville District Energy System,36.15774,-86.76984,Nashville,DAVIDSON COUNTY,TN,37210,METRO NASHVILLE DISTRICT ENERGY SYSTEM (100%),28570,C,1003542,90 Peabody Street
2020,Miami Fort Generating Station,39.1131,-84.8031,NORTH BEND,Hamilton,OH,45052,Vistra Corp (100%),6339966,"C,D",1000841,11021 Brower Road
